# 
# Header Description:
# 
# Version: v3.0.6.1 Platform: 12 Manufacturer: motorola Model: moto g51 5G
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
Raw,1682237132422,668371349000000,18,,-1365603979073394405,-0.6034088134765625,843.0015295743942,-1.2788928698521977,85.1578914754274,69,27,0.0,23567,29150344239280,106,19.0,32.321380615234375,2.510499954223633,16,0.0,0.0,1575420030,,,,0,,6,-0.14,14.7,-1473.504150390625,17.659374237060547,,,C,683758420579291
Fix,GPS,13.0075639700,80.2500405500,-45.316253662109375,0.0,70.134796,,1682237133000,2.412053,,683758993544447,60.128708
Status,1682237133000,27,0,1,6,1575420030,21.80,18.0,36.0,1,1,1,18.199999
Status,1682237133000,27,1,1,12,1575420030,16.80,329.0,24.0,1,1,0,13.199999
Status,1682237133000,27,2,1,24,1575420030,16.00,266.0,31.0,1,1,0,12.4
Status,1682237133000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237133000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237133000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237133000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237133000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237133000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237133000,27,9,1,20,1575420030,0.00,169.0,56.0,0,1,0,0.0
Status,1682237133000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
Status,1682237133000,27,11,4,195,1575420030,0.00,53.0,22.0,0,1,0,0.0
Status,1682237133000,27,12,4,196,1575420030,0.00,84.0,22.0,0,0,0,0.0
Status,1682237133000,27,13,3,18,1600312450,14.40,354.0,29.0,1,1,0,10.4
Status,1682237133000,27,14,3,15,1602000000,16.10,171.0,60.0,1,1,0,12.1
Status,1682237133000,27,15,3,16,1601437440,0.00,319.0,58.0,0,1,0,0.0
Status,1682237133000,27,16,3,19,1603687550,0.00,300.0,34.0,0,1,0,0.0
Status,1682237133000,27,17,3,3,1604812540,0.00,104.0,17.0,0,1,0,0.0
Status,1682237133000,27,18,3,4,1605374980,0.00,154.0,11.0,0,1,0,0.0
Status,1682237133000,27,19,6,27,1575420030,19.00,97.0,74.0,1,1,0,14.7
Status,1682237133000,27,20,6,7,1575420030,0.00,168.0,11.0,0,1,0,0.0
Status,1682237133000,27,21,6,8,1575420030,0.00,119.0,6.0,0,1,0,0.0
Status,1682237133000,27,22,6,13,1575420030,0.00,344.0,56.0,0,1,0,0.0
Status,1682237133000,27,23,6,15,1575420030,0.00,31.0,16.0,0,1,0,0.0
Status,1682237133000,27,24,6,21,1575420030,0.00,333.0,43.0,0,1,0,0.0
Status,1682237133000,27,25,6,26,1575420030,0.00,256.0,39.0,0,1,0,0.0
Status,1682237133000,27,26,6,30,1575420030,0.00,135.0,22.0,0,1,0,0.0
Raw,1682237133422,668372349000000,18,,-1365603979073394389,-0.9571895599365234,587.6270588487387,1.0901603923981158,70.91727342453562,69,6,0.0,16399,29151348546493,61,21.8,520.6530151367188,1.091499924659729,16,0.0,0.0,1575420030,,,,0,,1,-0.11,18.2,0.0,0.0,,,C,683759419535800
Fix,GPS,13.0075639700,80.2500405400,-45.32086181640625,0.0,64.16127,,1682237134000,2.460183,,683759992689654,53.706036
Status,1682237134000,27,0,1,6,1575420030,21.80,18.0,36.0,1,1,1,18.199999
Status,1682237134000,27,1,1,12,1575420030,16.80,329.0,24.0,1,1,0,13.199999
Status,1682237134000,27,2,1,24,1575420030,16.00,266.0,31.0,1,1,0,12.4
Status,1682237134000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237134000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237134000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237134000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237134000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237134000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237134000,27,9,1,20,1575420030,0.00,169.0,56.0,0,1,0,0.0
Status,1682237134000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
Status,1682237134000,27,11,4,195,1575420030,0.00,53.0,22.0,0,1,0,0.0
Status,1682237134000,27,12,4,196,1575420030,0.00,84.0,22.0,0,0,0,0.0
Status,1682237134000,27,13,3,18,1600312450,14.40,354.0,29.0,1,1,0,10.4
Status,1682237134000,27,14,3,15,1602000000,18.30,171.0,60.0,1,1,0,14.299999
Status,1682237134000,27,15,3,16,1601437440,0.00,319.0,58.0,0,1,0,0.0
Status,1682237134000,27,16,3,19,1603687550,0.00,300.0,34.0,0,1,0,0.0
Status,1682237134000,27,17,3,3,1604812540,0.00,104.0,17.0,0,1,0,0.0
Status,1682237134000,27,18,3,4,1605374980,0.00,154.0,11.0,0,1,0,0.0
Status,1682237134000,27,19,6,27,1575420030,19.00,97.0,74.0,1,1,0,14.7
Status,1682237134000,27,20,6,7,1575420030,0.00,168.0,11.0,0,1,0,0.0
Status,1682237134000,27,21,6,8,1575420030,0.00,119.0,6.0,0,1,0,0.0
Status,1682237134000,27,22,6,13,1575420030,0.00,344.0,56.0,0,1,0,0.0
Status,1682237134000,27,23,6,15,1575420030,0.00,31.0,16.0,0,1,0,0.0
Status,1682237134000,27,24,6,21,1575420030,0.00,333.0,43.0,0,1,0,0.0
Status,1682237134000,27,25,6,26,1575420030,0.00,256.0,39.0,0,1,0,0.0
Status,1682237134000,27,26,6,30,1575420030,0.00,135.0,22.0,0,1,0,0.0
Raw,1682237134422,668373349000000,18,,-1365603979073394391,-0.7751312255859375,537.9137583076954,-6.59098896816393,73.5978337052452,69,15,0.0,49359,39934356544605,106,18.3,430.41363525390625,4.0355000495910645,16,0.0,0.0,1602000000,,,,0,,3,-0.41,14.3,3839.722900390625,16.71057891845703,,,C,683760419710279
Fix,GPS,13.0075639300,80.2500405500,-45.278900146484375,0.0,60.631283,,1682237135000,2.409336,,683760993584707,51.22241
Status,1682237135000,27,0,1,6,1575420030,21.80,18.0,36.0,1,1,1,18.199999
Status,1682237135000,27,1,1,12,1575420030,17.20,329.0,24.0,1,1,0,13.6
Status,1682237135000,27,2,1,24,1575420030,16.00,266.0,31.0,1,1,0,12.4
Status,1682237135000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237135000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237135000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237135000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237135000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237135000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237135000,27,9,1,20,1575420030,0.00,169.0,56.0,0,1,0,0.0
Status,1682237135000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
Status,1682237135000,27,11,4,195,1575420030,0.00,53.0,22.0,0,1,0,0.0
Status,1682237135000,27,12,4,196,1575420030,0.00,84.0,22.0,0,0,0,0.0
Status,1682237135000,27,13,3,18,1600312450,17.30,354.0,29.0,1,1,0,13.299999
Status,1682237135000,27,14,3,15,1602000000,18.30,171.0,60.0,1,1,0,14.299999
Status,1682237135000,27,15,3,16,1601437440,0.00,319.0,58.0,0,1,0,0.0
Status,1682237135000,27,16,3,19,1603687550,0.00,300.0,34.0,0,1,0,0.0
Status,1682237135000,27,17,3,3,1604812540,0.00,104.0,17.0,0,1,0,0.0
Status,1682237135000,27,18,3,4,1605374980,0.00,154.0,11.0,0,1,0,0.0
Status,1682237135000,27,19,6,27,1575420030,20.40,97.0,74.0,1,1,0,16.099998
Status,1682237135000,27,20,6,7,1575420030,0.00,168.0,11.0,0,1,0,0.0
Status,1682237135000,27,21,6,8,1575420030,0.00,119.0,6.0,0,1,0,0.0
Status,1682237135000,27,22,6,13,1575420030,0.00,344.0,56.0,0,1,0,0.0
Status,1682237135000,27,23,6,15,1575420030,0.00,31.0,16.0,0,1,0,0.0
Status,1682237135000,27,24,6,21,1575420030,0.00,333.0,43.0,0,1,0,0.0
Status,1682237135000,27,25,6,26,1575420030,0.00,256.0,39.0,0,1,0,0.0
Status,1682237135000,27,26,6,30,1575420030,0.00,135.0,22.0,0,1,0,0.0
Raw,1682237135422,668374349000000,18,,-1365603979073394398,-0.15282821655273438,612.8649110905826,-6.363870869430567,78.2867910072804,69,12,0.0,16399,29153345024673,122,17.2,-602.2604370117188,4.843999862670898,16,0.0,0.0,1575420030,,,,0,,1,-0.11,13.6,0.0,0.0,,,C,683761410943456
Raw,1682237135422,668374349000000,18,,-1365603979073394398,-0.15282821655273438,612.8649110905826,-6.363870869430567,78.2867910072804,69,18,0.0,49359,39935349970255,122,17.3,385.80438232421875,4.895000457763672,16,0.0,0.0,1600312450,,,,0,,3,-0.41,13.3,3839.722900390625,16.71057891845703,,,C,683761410943456
Raw,1682237135422,668374349000000,18,,-1365603979073394398,-0.15282821655273438,612.8649110905826,-6.363870869430567,78.2867910072804,69,27,0.0,23567,29153344239012,80,20.4,30.056884765625,2.630500078201294,16,0.0,0.0,1575420030,,,,0,,6,-0.11,16.099999999999998,-1473.504150390625,17.659374237060547,,,C,683761410943456
Fix,GPS,13.0075639400,80.2500405100,-45.33404541015625,0.0,54.672512,,1682237136000,2.230807,,683761992670123,49.429707
Status,1682237136000,27,0,1,6,1575420030,19.60,18.0,36.0,1,1,1,16.0
Status,1682237136000,27,1,1,12,1575420030,17.20,329.0,24.0,1,1,0,13.6
Status,1682237136000,27,2,1,24,1575420030,16.00,266.0,31.0,1,1,0,12.4
Status,1682237136000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237136000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237136000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237136000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237136000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237136000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237136000,27,9,1,20,1575420030,0.00,169.0,56.0,0,1,0,0.0
Status,1682237136000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
Status,1682237136000,27,11,4,195,1575420030,0.00,53.0,22.0,0,1,0,0.0
Status,1682237136000,27,12,4,196,1575420030,0.00,84.0,22.0,0,0,0,0.0
Status,1682237136000,27,13,3,18,1600312450,17.30,354.0,29.0,1,1,0,13.299999
Status,1682237136000,27,14,3,15,1602000000,18.30,171.0,60.0,1,1,0,14.299999
Status,1682237136000,27,15,3,16,1601437440,0.00,319.0,58.0,0,1,0,0.0
Status,1682237136000,27,16,3,19,1603687550,0.00,300.0,34.0,0,1,0,0.0
Status,1682237136000,27,17,3,3,1604812540,0.00,104.0,17.0,0,1,0,0.0
Status,1682237136000,27,18,3,4,1605374980,0.00,154.0,11.0,0,1,0,0.0
Status,1682237136000,27,19,6,27,1575420030,20.40,97.0,74.0,1,1,0,16.099998
Status,1682237136000,27,20,6,7,1575420030,0.00,168.0,11.0,0,1,0,0.0
Status,1682237136000,27,21,6,8,1575420030,0.00,119.0,6.0,0,1,0,0.0
Status,1682237136000,27,22,6,13,1575420030,0.00,344.0,56.0,0,1,0,0.0
Status,1682237136000,27,23,6,15,1575420030,0.00,31.0,16.0,0,1,0,0.0
Status,1682237136000,27,24,6,21,1575420030,0.00,333.0,43.0,0,1,0,0.0
Status,1682237136000,27,25,6,26,1575420030,0.00,256.0,39.0,0,1,0,0.0
Status,1682237136000,27,26,6,30,1575420030,0.00,135.0,22.0,0,1,0,0.0
Raw,1682237136422,668375349000000,18,,-1365603979073394432,-0.8427314758300781,483.2421545870602,-3.4115658191025497,69.12066232241769,69,6,0.0,16399,29154348541289,80,19.6,523.5740356445312,2.7084999084472656,16,0.0,0.0,1575420030,,,,0,,1,-0.11,16.0,0.0,0.0,,,C,683762409257310
Fix,GPS,13.0075639400,80.2500405100,-45.33465576171875,0.0,54.631207,,1682237137000,2.269207,,683762992864914,48.24552
Status,1682237137000,27,0,1,6,1575420030,19.60,18.0,36.0,1,1,1,16.0
Status,1682237137000,27,1,1,12,1575420030,17.20,329.0,24.0,1,1,0,13.6
Status,1682237137000,27,2,1,24,1575420030,16.00,266.0,31.0,0,1,0,12.4
Status,1682237137000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237137000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237137000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237137000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237137000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237137000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237137000,27,9,1,20,1575420030,0.00,169.0,56.0,0,1,0,0.0
Status,1682237137000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
Status,1682237137000,27,11,4,195,1575420030,0.00,53.0,22.0,0,1,0,0.0
Status,1682237137000,27,12,4,196,1575420030,0.00,84.0,22.0,0,0,0,0.0
Status,1682237137000,27,13,3,18,1600312450,17.30,354.0,29.0,1,1,0,13.299999
Status,1682237137000,27,14,3,15,1602000000,19.00,171.0,60.0,1,1,0,15.0
Status,1682237137000,27,15,3,16,1601437440,0.00,319.0,58.0,0,1,0,0.0
Status,1682237137000,27,16,3,19,1603687550,0.00,300.0,34.0,0,1,0,0.0
Status,1682237137000,27,17,3,3,1604812540,0.00,104.0,17.0,0,1,0,0.0
Status,1682237137000,27,18,3,4,1605374980,0.00,154.0,11.0,0,1,0,0.0
Status,1682237137000,27,19,6,27,1575420030,20.60,97.0,74.0,1,1,0,16.3
Status,1682237137000,27,20,6,7,1575420030,0.00,168.0,11.0,0,1,0,0.0
Status,1682237137000,27,21,6,8,1575420030,0.00,119.0,6.0,0,1,0,0.0
Status,1682237137000,27,22,6,13,1575420030,0.00,344.0,56.0,0,1,0,0.0
Status,1682237137000,27,23,6,15,1575420030,0.00,31.0,16.0,0,1,0,0.0
Status,1682237137000,27,24,6,21,1575420030,0.00,333.0,43.0,0,1,0,0.0
Status,1682237137000,27,25,6,26,1575420030,0.00,256.0,39.0,0,1,0,0.0
Status,1682237137000,27,26,6,30,1575420030,0.00,135.0,22.0,0,1,0,0.0
Raw,1682237137422,668376349000000,18,,-1365603979073394435,-0.22691726684570312,482.82332136295736,-2.260156037659661,75.65965437363845,69,15,0.0,49359,39937356540143,92,19.0,431.1060485839844,2.7355000972747803,16,0.0,0.0,1602000000,,,,0,,3,-0.42,15.0,3839.722900390625,16.71057891845703,,,C,683763416518403
Raw,1682237137422,668376349000000,18,,-1365603979073394435,-0.22691726684570312,482.82332136295736,-2.260156037659661,75.65965437363845,69,27,0.0,23567,29155344238771,80,20.6,30.68485450744629,1.880500078201294,16,0.0,0.0,1575420030,,,,0,,6,-0.11,16.3,-1473.504150390625,17.659374237060547,,,C,683763416518403
Fix,GPS,13.0075639400,80.2500404900,-45.372100830078125,0.0,56.22582,,1682237138000,2.2348602,,683763992952466,49.429962
Status,1682237138000,27,0,1,6,1575420030,20.40,18.0,36.0,1,1,1,16.8
Status,1682237138000,27,1,1,12,1575420030,17.20,329.0,24.0,1,1,0,13.6
Status,1682237138000,27,2,1,24,1575420030,16.00,266.0,31.0,0,1,0,12.4
Status,1682237138000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237138000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237138000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237138000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237138000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237138000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237138000,27,9,1,20,1575420030,0.00,169.0,56.0,0,1,0,0.0
Status,1682237138000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
Status,1682237138000,27,11,4,195,1575420030,0.00,53.0,22.0,0,1,0,0.0
Status,1682237138000,27,12,4,196,1575420030,0.00,84.0,22.0,0,0,0,0.0
Status,1682237138000,27,13,3,18,1600312450,17.30,354.0,29.0,1,1,0,13.299999
Status,1682237138000,27,14,3,15,1602000000,19.00,171.0,60.0,1,1,0,15.0
Status,1682237138000,27,15,3,16,1601437440,0.00,319.0,58.0,0,1,0,0.0
Status,1682237138000,27,16,3,19,1603687550,0.00,300.0,34.0,0,1,0,0.0
Status,1682237138000,27,17,3,3,1604812540,0.00,104.0,17.0,0,1,0,0.0
Status,1682237138000,27,18,3,4,1605374980,0.00,154.0,11.0,0,1,0,0.0
Status,1682237138000,27,19,6,27,1575420030,22.30,97.0,74.0,1,1,0,18.0
Status,1682237138000,27,20,6,7,1575420030,0.00,168.0,11.0,0,1,0,0.0
Status,1682237138000,27,21,6,8,1575420030,0.00,119.0,6.0,0,1,0,0.0
Status,1682237138000,27,22,6,13,1575420030,0.00,344.0,56.0,0,1,0,0.0
Status,1682237138000,27,23,6,15,1575420030,0.00,31.0,16.0,0,1,0,0.0
Status,1682237138000,27,24,6,21,1575420030,0.00,333.0,43.0,0,1,0,0.0
Status,1682237138000,27,25,6,26,1575420030,0.00,256.0,39.0,0,1,0,0.0
Status,1682237138000,27,26,6,30,1575420030,0.00,135.0,22.0,0,1,0,0.0
Raw,1682237138422,668377349000000,18,,-1365603979073394436,-0.7468357086181641,539.6801861934364,-1.5058206981383633,60.19250649630422,69,6,0.0,16399,29156348537607,80,20.4,523.7738037109375,1.868499994277954,16,0.0,0.0,1575420030,,,,0,,1,-0.11,16.799999999999997,0.0,0.0,,,C,683764415198142
Raw,1682237138422,668377349000000,18,,-1365603979073394436,-0.7468357086181641,539.6801861934364,-1.5058206981383633,60.19250649630422,69,27,0.0,23567,29156344238712,61,22.3,32.30234909057617,0.999500036239624,16,0.0,0.0,1575420030,,,,0,,6,-0.13,18.0,-1473.504150390625,17.659374237060547,,,C,683764415198142
Fix,GPS,13.0075639300,80.2500404400,-45.386932373046875,0.0,63.195793,,1682237139000,2.1744194,,683764993149184,53.88058
Status,1682237139000,27,0,1,6,1575420030,20.40,18.0,36.0,1,1,1,16.8
Status,1682237139000,27,1,1,12,1575420030,17.20,329.0,24.0,1,1,0,13.6
Status,1682237139000,27,2,1,24,1575420030,16.00,266.0,31.0,0,1,0,12.4
Status,1682237139000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237139000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237139000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237139000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237139000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237139000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237139000,27,9,1,20,1575420030,0.00,169.0,56.0,0,1,0,0.0
Status,1682237139000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
Status,1682237139000,27,11,4,195,1575420030,0.00,53.0,22.0,0,1,0,0.0
Status,1682237139000,27,12,4,196,1575420030,0.00,84.0,22.0,0,0,0,0.0
Status,1682237139000,27,13,3,18,1600312450,17.30,354.0,29.0,1,1,0,13.299999
Status,1682237139000,27,14,3,15,1602000000,19.00,171.0,60.0,1,1,0,15.0
Status,1682237139000,27,15,3,16,1601437440,0.00,319.0,58.0,0,1,0,0.0
Status,1682237139000,27,16,3,19,1603687550,0.00,300.0,34.0,0,1,0,0.0
Status,1682237139000,27,17,3,3,1604812540,0.00,104.0,17.0,0,1,0,0.0
Status,1682237139000,27,18,3,4,1605374980,0.00,154.0,11.0,0,1,0,0.0
Status,1682237139000,27,19,6,27,1575420030,22.30,97.0,74.0,1,1,0,18.0
Status,1682237139000,27,20,6,7,1575420030,0.00,168.0,11.0,0,1,0,0.0
Status,1682237139000,27,21,6,8,1575420030,0.00,119.0,6.0,0,1,0,0.0
Status,1682237139000,27,22,6,13,1575420030,0.00,344.0,56.0,0,1,0,0.0
Status,1682237139000,27,23,6,15,1575420030,0.00,31.0,16.0,0,1,0,0.0
Status,1682237139000,27,24,6,21,1575420030,0.00,333.0,43.0,0,1,0,0.0
Status,1682237139000,27,25,6,26,1575420030,0.00,256.0,39.0,0,1,0,0.0
Status,1682237139000,27,26,6,30,1575420030,0.00,135.0,22.0,0,1,0,0.0
Fix,GPS,13.0075639300,80.2500404400,-45.386932373046875,0.0,70.96884,,1682237140000,2.2733676,,683765993299236,58.421085
Status,1682237140000,27,0,1,6,1575420030,20.40,18.0,36.0,1,1,1,16.8
Status,1682237140000,27,1,1,12,1575420030,17.20,329.0,24.0,1,1,0,13.6
Status,1682237140000,27,2,1,24,1575420030,15.60,266.0,31.0,0,1,0,12.0
Status,1682237140000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237140000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237140000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237140000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237140000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237140000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237140000,27,9,1,20,1575420030,0.00,169.0,56.0,0,1,0,0.0
Status,1682237140000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
Status,1682237140000,27,11,4,195,1575420030,0.00,53.0,22.0,0,1,0,0.0
Status,1682237140000,27,12,4,196,1575420030,0.00,84.0,22.0,0,0,0,0.0
Status,1682237140000,27,13,3,18,1600312450,17.30,354.0,29.0,1,1,0,13.299999
Status,1682237140000,27,14,3,15,1602000000,18.10,171.0,60.0,1,1,0,14.1
Status,1682237140000,27,15,3,16,1601437440,0.00,319.0,58.0,0,1,0,0.0
Status,1682237140000,27,16,3,19,1603687550,0.00,300.0,34.0,0,1,0,0.0
Status,1682237140000,27,17,3,3,1604812540,0.00,104.0,17.0,0,1,0,0.0
Status,1682237140000,27,18,3,4,1605374980,0.00,154.0,11.0,0,1,0,0.0
Status,1682237140000,27,19,6,27,1575420030,22.30,97.0,74.0,1,1,0,18.0
Status,1682237140000,27,20,6,7,1575420030,0.00,168.0,11.0,0,1,0,0.0
Status,1682237140000,27,21,6,8,1575420030,0.00,119.0,6.0,0,1,0,0.0
Status,1682237140000,27,22,6,13,1575420030,0.00,344.0,56.0,0,1,0,0.0
Status,1682237140000,27,23,6,15,1575420030,0.00,31.0,16.0,0,1,0,0.0
Status,1682237140000,27,24,6,21,1575420030,0.00,333.0,43.0,0,1,0,0.0
Status,1682237140000,27,25,6,26,1575420030,0.00,256.0,39.0,0,1,0,0.0
Status,1682237140000,27,26,6,30,1575420030,0.00,135.0,22.0,0,1,0,0.0
Raw,1682237140422,668379349000000,18,,-1365603979073394414,-0.6931171417236328,555.6316464208066,2.0014774995139075,57.91972063640029,69,24,0.0,16399,29158346084299,139,15.6,103.31995391845703,8.845500946044922,16,0.0,0.0,1575420030,,,,0,,1,-0.15,12.0,0.0,0.0,,,C,683766408962100
Raw,1682237140422,668379349000000,18,,-1365603979073394414,-0.6931171417236328,555.6316464208066,2.0014774995139075,57.91972063640029,69,15,0.0,49359,39940356535789,106,18.1,431.92010498046875,2.8355002403259277,16,0.0,0.0,1602000000,,,,0,,3,-0.42,14.100000000000001,3839.722900390625,16.71057891845703,,,C,683766408962100
Fix,GPS,13.0075639200,80.2500404200,-45.39398193359375,0.0,62.80374,,1682237141000,2.1264055,,683766992717204,58.038464
Status,1682237141000,27,0,1,6,1575420030,18.80,18.0,36.0,1,1,1,15.199999
Status,1682237141000,27,1,1,12,1575420030,17.20,329.0,24.0,1,1,0,13.6
Status,1682237141000,27,2,1,24,1575420030,15.60,266.0,31.0,1,1,0,12.0
Status,1682237141000,27,3,1,5,1575420030,0.00,188.0,30.0,0,1,0,0.0
Status,1682237141000,27,4,1,11,1575420030,0.00,316.0,65.0,0,1,0,0.0
Status,1682237141000,27,5,1,13,1575420030,0.00,192.0,7.0,0,1,1,0.0
Status,1682237141000,27,6,1,14,1575420030,0.00,131.0,20.0,0,1,1,0.0
Status,1682237141000,27,7,1,17,1575420030,0.00,64.0,14.0,0,1,1,0.0
Status,1682237141000,27,8,1,19,1575420030,0.00,41.0,26.0,0,1,1,0.0
Status,1682237141000,27,9,1,20,1575420030,0.00,169.0,57.0,0,1,0,0.0
Status,1682237141000,27,10,4,194,1575420030,0.00,120.0,29.0,0,1,0,0.0
